id,juris,city,name,max_far,max_height,max_dua,max_du_per_parcel,HS,HT,HM,OF,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,plandate
2216,2.0,Berkeley,C-N,3.0,35.0,26.4,,1,1,1,1,1,1,0,0,0,1,0,1,0,0,
2217,2.0,Berkeley,C-N(H),3.0,35.0,26.4,,1,1,1,1,1,1,0,0,0,1,0,1,0,0,
2218,2.0,Berkeley,C-E,1.0,28.0,26.4,,1,1,1,0,1,1,0,0,0,1,0,1,0,0,
2219,2.0,Berkeley,C-NS,1.0,35.0,26.4,,1,1,1,1,1,1,0,0,0,1,0,1,0,0,
2220,2.0,Berkeley,C-NS(H),1.0,35.0,26.4,,1,1,1,1,1,1,0,0,0,1,0,1,0,0,
2221,2.0,Berkeley,C-SA,4.0,60.0,40.0,,1,1,1,1,1,1,0,0,0,1,0,1,0,0,
2222,2.0,Berkeley,C-T,3.5,50.0,26.4,,0,0,0,1,1,1,0,0,0,1,1,1,1,1,
2223,2.0,Berkeley,C-SO,2.0,28.0,26.4,,1,1,1,1,1,1,0,0,0,1,0,1,0,0,
2224,2.0,Berkeley,C-W,3.0,50.0,,,0,0,0,1,1,1,1,0,0,1,1,1,1,1,
2226,2.0,Berkeley,M,2.0,45.0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
2227,2.0,Berkeley,MM,2.0,45.0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
2228,2.0,Berkeley,MULI,2.0,45.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2229,2.0,Berkeley,MUR,1.0,35.0,34.848,,1,1,1,0,0,0,1,1,0,1,0,1,1,1,
2230,2.0,Berkeley,SP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2231,2.0,Berkeley,U,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2232,2.0,Berkeley,X,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2301,3.0,Dublin,RRA,,35.0,0.01,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2302,3.0,Dublin,ER,0.7,35.0,0.8,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2303,3.0,Dublin,LDSF,0.7,35.0,3.8,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2304,3.0,Dublin,LDR,0.7,35.0,6.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2305,3.0,Dublin,SFR,0.7,35.0,6.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2306,3.0,Dublin,MDR,0.7,35.0,14.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2307,3.0,Dublin,EMHDR,0.7,35.0,14.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2308,3.0,Dublin,MHDR,0.7,35.0,25.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2309,3.0,Dublin,HDR,0.7,35.0,35.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2310,3.0,Dublin,GC,0.35,45.0,,,0,0,0,1,1,1,0,1,0,1,1,0,0,0,
2311,3.0,Dublin,RO,0.35,45.0,,,0,0,0,1,1,1,0,0,0,1,1,0,0,0,
2312,3.0,Dublin,ROA,0.35,45.0,,,0,0,0,1,1,1,0,0,0,1,1,0,0,0,
2313,3.0,Dublin,NC,0.35,35.0,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,
2314,3.0,Dublin,GCCO,0.28,45.0,,,0,0,0,1,1,1,0,1,0,1,1,0,0,0,
2315,3.0,Dublin,CO,0.75,35.0,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,
2316,3.0,Dublin,IP,0.28,45.0,,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
2317,3.0,Dublin,BPI,0.28,35.0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2318,3.0,Dublin,BPIOS,0.28,45.0,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
2319,3.0,Dublin,MU,1.0,35.0,25.0,,0,0,0,1,0,1,0,0,0,0,0,1,1,1,
2320,3.0,Dublin,MHRRO,0.45,45.0,35.0,,0,0,0,1,0,1,0,0,0,0,0,1,1,1,
2321,3.0,Dublin,RP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2322,3.0,Dublin,P,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2323,3.0,Dublin,PPR,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2324,3.0,Dublin,CP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2325,3.0,Dublin,NP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2326,3.0,Dublin,NS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2327,3.0,Dublin,OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2328,3.0,Dublin,SC,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2329,3.0,Dublin,PL,0.25,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,
2330,3.0,Dublin,PSP,0.25,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,0,
2331,3.0,Dublin,ES,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2334,3.0,Dublin,MS,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2401,4.0,Emeryville,RHD-3-100-55,3.0,100.0,100.0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2402,4.0,Emeryville,RHD-4-135-55,4.0,135.0,135.0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2403,4.0,Emeryville,MHR-1.6-60-55,1.6,55.0,60.0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2404,4.0,Emeryville,MDR-0.5-35-30,0.5,30.0,35.0,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
2405,4.0,Emeryville,MDR-0.5-35-55,0.5,55.0,35.0,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
2406,4.0,Emeryville,MDR-1.6-60-30,1.6,30.0,60.0,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
2407,4.0,Emeryville,MDR-1.6-60-55,1.6,55.0,60.0,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
2408,4.0,Emeryville,MUR-0.5-35-30,0.5,30.0,35.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2409,4.0,Emeryville,MUR-0.5-35-55,0.5,55.0,35.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2410,4.0,Emeryville,MUR-1.6-60-30,1.6,30.0,60.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2411,4.0,Emeryville,MUR-1.6-60-55,1.6,55.0,60.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2412,4.0,Emeryville,MUR-3-100-100,3.0,100.0,100.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2413,4.0,Emeryville,MUR-3-100-55,3.0,55.0,100.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2414,4.0,Emeryville,MUR-3-100-75,3.0,75.0,100.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2415,4.0,Emeryville,MUR-4-135-100,4.0,100.0,135.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2416,4.0,Emeryville,MUR-4-135-55,4.0,55.0,135.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2417,4.0,Emeryville,MUR-4-135-x,4.0,,135.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2418,4.0,Emeryville,MUR-6-135-x,6.0,,135.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2419,4.0,Emeryville,MUR-6-170-55,6.0,55.0,170.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2420,4.0,Emeryville,MUR-6-170-x,6.0,,170.0,,0,0,1,1,1,0,0,0,0,1,0,1,1,1,
2421,4.0,Emeryville,MU-0.5-x-30,0.5,30.0,,,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
2422,4.0,Emeryville,MU-1.6-x-55,1.6,55.0,,,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
2423,4.0,Emeryville,MU-3-x-55,3.0,55.0,,,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
2424,4.0,Emeryville,MU-4-x-100,4.0,100.0,,,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
2425,4.0,Emeryville,MU-4-x-55,4.0,55.0,,,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
2426,4.0,Emeryville,MU-4-x-x,4.0,,,,0,0,0,1,1,0,0,0,0,1,0,0,1,1,
2427,4.0,Emeryville,CO-0.5-x-55,0.5,55.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2428,4.0,Emeryville,CO-1.6-x-55,1.6,55.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2429,4.0,Emeryville,CO-3-x-100,3.0,100.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2430,4.0,Emeryville,CO-3-x-55,3.0,55.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2431,4.0,Emeryville,CO-4-x-100,4.0,100.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2432,4.0,Emeryville,CO-4-x-55,4.0,55.0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2433,4.0,Emeryville,ODH-1-x-55,1.0,55.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2434,4.0,Emeryville,Ind-0.5-x-55,0.5,55.0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
2435,4.0,Emeryville,Ind-1.6-x-55,1.6,55.0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
2436,4.0,Emeryville,Ind-3-x-55,3.0,55.0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
2437,4.0,Emeryville,Pub-0.5-x-30,0.5,30.0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2438,4.0,Emeryville,Pub-0.5-x-55,0.5,55.0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2439,4.0,Emeryville,Pub-1.6-x-55,1.6,55.0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2440,4.0,Emeryville,Mar-0.5-x-55,0.5,55.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2441,4.0,Emeryville,OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2442,4.0,Emeryville,Park,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2443,4.0,Emeryville,ROW,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2444,4.0,Emeryville,Water,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2501,5.0,Fremont,RESVL1,,30.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2502,5.0,Fremont,RESVL2,,30.0,1.5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2503,5.0,Fremont,RESVL3,,30.0,2.3,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2504,5.0,Fremont,RESL1,,30.0,3.5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2505,5.0,Fremont,RESL2,,30.0,5.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2506,5.0,Fremont,RESL3,,30.0,6.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2507,5.0,Fremont,RESL4,,30.0,7.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
2508,5.0,Fremont,RESM1,,30.0,10.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
2509,5.0,Fremont,RESM2,,52.0,15.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2510,5.0,Fremont,RESM3,,52.0,18.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2511,5.0,Fremont,RESM4,,52.0,23.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2512,5.0,Fremont,RESH1,,52.0,27.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2513,5.0,Fremont,RESH2,,52.0,35.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2514,5.0,Fremont,RESVH,,52.0,70.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
2515,5.0,Fremont,COMCOM,0.5,40.0,,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,
2516,5.0,Fremont,COMHVR,0.25,40.0,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
2517,5.0,Fremont,COMN,0.3,35.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2518,5.0,Fremont,COMOFF,0.3,35.0,,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,
2519,5.0,Fremont,COMTH,0.3,35.0,,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,
2520,5.0,Fremont,COMCBD,0.8,,,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,
2521,5.0,Fremont,ComComResH1,0.5,52.0,27.0,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,
2522,5.0,Fremont,ComComResH2,0.5,52.0,35.0,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,
2523,5.0,Fremont,ComComResM4,0.5,52.0,23.0,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,
2524,5.0,Fremont,ComNResH1,0.3,52.0,27.0,,1,1,1,0,0,0,0,0,0,1,0,1,1,0,
2525,5.0,Fremont,ComNResMed1,0.3,52.0,10.0,,1,1,0,0,0,0,0,0,0,1,0,1,1,0,
2526,5.0,Fremont,ComNResMed2,0.3,52.0,15.0,,1,1,1,0,0,0,0,0,0,1,0,1,1,0,
2527,5.0,Fremont,ComThResM3,0.3,52.0,18.0,,1,1,1,0,1,0,0,0,0,1,1,1,1,0,
2528,5.0,Fremont,INDG,0.45,60.0,,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,
2529,5.0,Fremont,INDLT,0.45,60.0,,,0,0,0,1,0,0,1,1,1,1,0,0,0,0,
2530,5.0,Fremont,INDR,0.45,60.0,,,0,0,0,1,0,0,1,1,1,1,0,0,0,0,
2531,5.0,Fremont,OSHF,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2532,5.0,Fremont,OSHIL,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2533,5.0,Fremont,OSI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2534,5.0,Fremont,OSOS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2535,5.0,Fremont,OSP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2536,5.0,Fremont,AG,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2537,5.0,Fremont,OSVL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2538,5.0,Fremont,OSVL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2539,5.0,Fremont,OSVL2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2540,5.0,Fremont,PF,0.5,45.0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2601,6.0,Foster City,607 - Single Family Residential,,,8.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2602,6.0,Foster City,607 - Two Family Residential,,,10.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2603,6.0,Foster City,607 - Townhouse Residential,,,15.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2604,6.0,Foster City,607 - Condominium Residential,,,35.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2605,6.0,Foster City,607 - Apartment Residential,,,35.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2606,6.0,Foster City,607 - Town Center Commercial,2.0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2607,6.0,Foster City,607 - Town Center Other,0.54,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2608,6.0,Foster City,607 - Neighborhood Commercial,0.3,,35.0,,0,0,1,1,0,0,0,0,0,1,0,1,0,1,
2609,6.0,Foster City,607 - Apartment Residential/Neighborhood Commercial,0.3,,35.0,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,
2610,6.0,Foster City,607 - Service Commercial,0.98,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2611,6.0,Foster City,607 - Water Commercial,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2612,6.0,Foster City,607 - Light Industrial,0.6,,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2613,6.0,Foster City,607 - Research/Office Park,1.0,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
2614,6.0,Foster City,607 - Elementary School,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2615,6.0,Foster City,607 - Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2616,6.0,Foster City,607 - Parks,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2617,6.0,Foster City,607 - Public/Semi Public,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2618,6.0,Foster City,607 - Water,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2701,7.0,Half Moon Bay,608 - Low Density Residential,0.5,28.0,4.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2702,7.0,Half Moon Bay,608 - Medium Density Residential,0.5,28.0,8.7,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
2703,7.0,Half Moon Bay,608 - High Density Residential,,40.0,29.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2704,7.0,Half Moon Bay,608 - Commercial Downtown,0.75,36.0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
2705,7.0,Half Moon Bay,608 - Commercial Recreation,0.5,28.0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
2706,7.0,Half Moon Bay,608 - General Commercial,0.75,36.0,,,0,0,1,1,1,0,1,0,0,1,0,0,1,1,
2707,7.0,Half Moon Bay,608 - Visitor Serving Commercial,0.5,28.0,,,0,0,1,1,1,0,0,0,0,1,0,0,1,1,
2708,7.0,Half Moon Bay,608 - Public Facilities and Institutions,1.0,50.0,8.7,,0,0,0,1,0,1,1,0,0,1,0,0,0,1,
2709,7.0,Half Moon Bay,608 - Light Industrial,,40.0,4.35,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2710,7.0,Half Moon Bay,608 - Urban Reserve,,28.0,0.07,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2711,7.0,Half Moon Bay,608 - Open Space Reserve,,28.0,0.02,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2712,7.0,Half Moon Bay,608 - Regional Public Recreation,,16.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2713,7.0,Half Moon Bay,608 - Greenbelt - Stream Corridor,,16.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2714,7.0,Half Moon Bay,608 - Horticultural Business,,35.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2715,7.0,Half Moon Bay,608 - Planned Development District,,,,,1,1,1,1,0,1,1,1,1,1,1,0,0,0,
2716,7.0,Half Moon Bay,608 - Mobile Home Park,,,21.8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2801,8.0,Benicia,801 - Residential - Low Density,,,7.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2802,8.0,Benicia,801 - Residential - Medium Density,,,14.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
2803,8.0,Benicia,801 - Residential - High Density,,,21.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2804,8.0,Benicia,801 - Commercial - Downtown,2.4,,,,0,1,1,1,1,0,0,0,0,1,0,1,1,0,
2805,8.0,Benicia,801 - Commercial - General,1.2,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
2806,8.0,Benicia,801 - Commercial - Community,1.2,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2807,8.0,Benicia,801 - Commercial - Business and Professional,1.2,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,
2808,8.0,Benicia,801 - Commercial - Waterfront,1.2,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
2809,8.0,Benicia,801 - Industrial - General,0.7,,,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,
2810,8.0,Benicia,801 - Industrial - Limited,0.7,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,
2811,8.0,Benicia,801 - Industrial - Waterfront,0.7,,,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,
2812,8.0,Benicia,801 - Mixed Use - Downtown,2.0,,,,0,1,1,1,0,1,0,0,0,1,0,1,1,1,
2813,8.0,Benicia,801 - Mixed Use - Lower Arsenal,2.0,,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
2814,8.0,Benicia,801 - Public and Quasi-Public,1.2,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2815,8.0,Benicia,801 - Open Space - General,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2816,8.0,Benicia,801 - Open Space - Parks,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2817,8.0,Benicia,801 - Open Space - Marsh,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2901,9.0,Dixon,802 - Very Low Density Residential,,,2.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2902,9.0,Dixon,802 - Low Density Residential,,,6.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2903,9.0,Dixon,802 - Medium-Low Density Residential,,,14.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2904,9.0,Dixon,802 - Medium-High Density Residential,,,21.8,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
2906,9.0,Dixon,802 - Future Residential,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
2907,9.0,Dixon,802 - Downtown Commercial,3.0,50.0,,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,
2908,9.0,Dixon,802 - Neighborhood Commercial,0.8,20.0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2909,9.0,Dixon,802 - Community Commercial,0.8,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
2910,9.0,Dixon,802 - Highway Commercial,0.8,40.0,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
2911,9.0,Dixon,802 - Services Commercial,0.8,40.0,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
2912,9.0,Dixon,802 - Professional/Administrative Office,1.2,30.0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
2913,9.0,Dixon,802 - Core Area Mixed Use,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2914,9.0,Dixon,802 - General Industrial,1.6,40.0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
2915,9.0,Dixon,802 - Planned Business/Industrial,1.6,40.0,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
2916,9.0,Dixon,802 - Industrial Employment Center,1.6,40.0,,,0,0,0,1,0,0,1,0,0,1,1,0,0,0,
2917,9.0,Dixon,802 - Planned Business/Industrial/Service Commercial,1.6,40.0,,,0,0,0,1,0,0,1,0,0,1,1,0,0,0,
2918,9.0,Dixon,802 - Services Commercial/Professional/Administrative Offices,1.2,30.0,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,
2919,9.0,Dixon,802 - Highway Commercial/Professional/Administrative Offices,1.2,30.0,,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,
2920,9.0,Dixon,802 - Governmental/Institutional,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
2921,9.0,Dixon,802 - Parks,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2922,9.0,Dixon,802 - School Buildings/Play Areas,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2923,9.0,Dixon,802 - Agricultural,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3001,10.0,Fairfield,AI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3002,10.0,Fairfield,AE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3003,10.0,Fairfield,OSR,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3004,10.0,Fairfield,OSC,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3005,10.0,Fairfield,RVL,,35.0,2.5,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
